created_at,id,text,favorite_count,retweet_count,user_id_str,user_name,user_screen_name,user_location,user_description,user_friends_count,user_followers_count,hashtags,mentions
Thu Sep 01 18:00:49 +0000 2016,7.71E+17,"Despite immigration critics, Syrian refugees in Southern California are settling in https://t.co/Tq6656e3Sw https://t.co/m3iHMpOKsU",6,2,12804312,89.3 KPCC,KPCC,"Los Angeles, California","Independent news and conversation about your community from your friendly local public radio station. Home to @npr news, @airtalk, @taketwo, @theframe & @laist.",2192,121526,immigration|refugees,Refugees
Thu Sep 01 23:52:37 +0000 2016,7.71E+17,More savage violence by illegal aliens: https://t.co/J7Z46i62OO #Trump2016,0,2,1365484898,Concerned Virginia,Federalist46,"Virginia, USA",A network of citizens working to educate Virginians about the economic and security risks of crooked Hillary Clinton.,536,347,Trump2016,
Thu Sep 01 18:14:40 +0000 2016,7.71E+17,For all those upset with Trump over illegal immigration - Hispanics alone at 76% gov funding. Refugees - many totally on gov funding.,0,1,159230211,Blanche Victoria,tammytabby,Georgia,"Native of New York City, NY. 
Conservative.
Corporate Assistant-Banking, Oil.
Enjoy Photography -Cooking- Politics.

#CONSTITUTION #AmericaFirst  #KAG",22085,22058,,MemesMustFlow|voxday
Sat Sep 10 15:21:27 +0000 2016,7.75E+17,"""#RedCross, #Immigration &amp; the Police killed me with their slogans of humanity and cruel treatments"" https://t.co/Jf3SfzqUXk #refugees",3,4,156881548,RISE eX-detainees,riserefugee,Melbourne,"RISE is the FIRST  eX-detainee, Asylum seeker & Refugee welfare & advocacy org in Australia, entirely governed & run by eX-detainees, Asylum Seekers & Refugees.",11,12655,EU|MigrantsDay|TRALIM|asylum|immigration|lawyers,
Sat Sep 10 17:23:08 +0000 2016,7.75E+17,ICYMI! #andreakayeshow From @actforamerica Conference! #radicalislam #refugees #immigration #RedNationRising  #Trump https://t.co/oBsxY2aMmJ,1,3,501060187,andrea kaye 💥🧨🍩🇺🇸,andreakayeshow,"San Diego, CA","Don't stop the combine for the field mice

Typos are my own",7572,13731,,TorontoStar
Sat Sep 10 17:50:22 +0000 2016,7.75E+17,"#Refugees Activists surround #yarlswood #detention centre with wall of noise
https://t.co/BfMH29BfWw #Asylum #immigration #UKpol",0,3,45842327,Tienga N,The_UK_Migrant,London,"Happy Cameroonian, UK resident & forever migrant. All things migrants, asylum, refugees, homeless & carers.
MC member @Right_To_Remain",2114,2122,MAGA|immigration|terror,
Sat Sep 10 14:23:50 +0000 2016,7.75E+17,"In England Conservatives screwing up Education, NHS, Brexit,  Refugees, immigration, Nat Debt, Public Services, Tax avoidance.
#clueless",1,2,57736085,Alistair McGregor  🐝 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇰🇪,gregalach,Scotland Kenya,"Kenyan Scottish European. Self determination, Social Justice will only come with independence.
Hate poaching & mistreatment of animals",3092,3038,,
Sat Sep 10 18:51:34 +0000 2016,7.75E+17,"Euro MPs to finally confront disastrous EU asylum policy made a mockery of by Merkel
https://t.co/7s8suooSXp https://t.co/GvfivdtsEe",0,1,1391800248,Kari Immonen,TipiKari,Finland,Facebook: Kari Immonen,131,119,,
Sat Sep 10 19:15:11 +0000 2016,7.75E+17,C-K recognized as 'welcoming community' #ckont https://t.co/APdeik8yuQ,0,1,274635260,Chatham Daily News,Chathamnews,"Chatham, Ontario, Canada","We are the No. 1 source of news in the Municipality of Chatham-Kent, with an award-winning team and an office in the heart of downtown Chatham.",132,6783,ckont,
Sat Sep 10 19:49:18 +0000 2016,7.75E+17,@AMTrump4PRES .. Build the wall stop illegal immigration and Muslim terrorist refugees ! Now ! @realDonaldTrump #TRUMP2016 #seanhannity @NRA,1,1,403748836,Terry St.Onge,TerryStOnge,,100% AMERICAN .... Adrenaline Adventure Junkie / Treasure Hunter CHECKING the WORLD OUT !!! .. MOLON LABE ! .. Made in USA ! ..🇺🇸 MAGA TRUMP 2020 KAG ! 🇺🇸,4916,4736,guncontrol,
Sat Sep 10 16:03:22 +0000 2016,7.75E+17,Frightening statistic! #UN4RefugeesMigrants #refugeeswelcome #immigration #refugees https://t.co/ytIml49eeY,0,1,2886862597,HeinLawFirm,HeinLegal,"Saint Louis, Missouri | USA",International Immigration Lawyers-Abogados Internacionales Bilingües Inmigración | USA-Mexico-Argentina-Australia-Colombia rhein@heinlegal.com +314.645.7900,840,341,,
Sat Sep 10 20:01:03 +0000 2016,7.75E+17,Angela Merkal's possible motivations to discard caution in welcoming Syrian refugees and the price she's paying https://t.co/efuVyQpJ39,0,1,15949696,The American Prospect,TheProspect,"Washington, D.C.","The American Prospect is an independent political magazine that aims to advance liberal and progressive goals through reporting, analysis, and debate.",2870,49403,,
Sat Sep 10 16:32:02 +0000 2016,7.75E+17,"https://t.co/py49CCIydT
Canada has to rethink its immigration strategy asap.",0,1,291198260,SamSense,SamSense,,,266,75,Immigrants|Immigration|Trump|ccot|p2|pjnet|tcot|tgdn,
Mon Sep 19 20:25:14 +0000 2016,7.78E+17,Trump now conflating refugees seeking refuge with all immigration.,10,7,319666759,Candace Smith Chekwa,CandaceSmith_,New York,Journalist w/ @ABC. Former presidential candidate chaser. Howard alum. Saved by grace. Love news almost as much as food. Almost.,1474,12689,Refugee|refugees,CounterJihadUS
Mon Sep 19 20:22:26 +0000 2016,7.78E+17,How the latest great migration is reshaping Europe - nice work from @NatGeoMag https://t.co/d5rUvSatR8,2,5,40842974,Yasmin El-Rifae,yasminelrifae,Cairo,Editor @madamasr. Producer @palfest.,646,3182,,SpeakerRyan|realDonaldTrump|sassysassyred|senatemajldr
Mon Sep 19 21:11:01 +0000 2016,7.78E+17,2015: May argues immigration threatens cohesion of society https://t.co/t3BhtV5q6A,4,4,270327100,Nigella,nigella_i5e,UNITED KINGDOM 🇬🇧,#walkaway #freespeech Animal lover🐕 KAG 🇺🇸 #trump❌ #brexit 🇬🇧anti-EU #prolife #BLEXIT #farage❤️ #defundthebbc #WLM✊🏻#parler #climaterealist MAGA #reformuk,25831,25626,,
Mon Sep 19 20:43:08 +0000 2016,7.78E+17,Stort og flot indslag fra National Geographic om hvordan migrationen påvirker og ændrer Europa. https://t.co/Hs15H1LGSb,3,4,105891279,Poya Pakzad,ppkzd,"Denmark, Copenhagen","Economic policy advisor @Enhedslisten / Red Green Alliance. RT's ≠ endorsements, tweets = personal. I co-edit @EftertrykMag. Sometimes I feign disbelief.",2019,5643,Khartoon|cartoon|illustrationfriday|immigration|poster|refugees,
Mon Sep 19 23:28:09 +0000 2016,7.78E+17,@rexsmith61_rex @NetworksManager It looks like congress is finally ready to take a stance against immigration of refugees.  Trump wins again,2,2,7.35E+17,Richard Kennedy,rkennedy00271,"South Bend, IN",,441,943,RUSharedRead|immigration,SLNazario
Mon Sep 19 20:07:41 +0000 2016,7.78E+17,#Migrant farm workers deserve better from Canada https://t.co/MWN77elp6g #refugees #immigration #cdnimm,0,2,174458272,Jamie Chai Yun Liew,thechaiyun,,"Lawyer|@uocommonlaw Prof #cdnimm, #refugee & #statelessness #law. Podcast Migration Conversations. Winner @ACWW Jim Wong-Chu Emerging Writer Award for Fiction.",4035,3624,SHUTDOWNMANUS|asylumseekers|auspol|refugees,
Mon Sep 19 22:40:16 +0000 2016,7.78E+17,How the Latest Great Migration Is Reshaping Europe https://t.co/p9OJZR14Yk,0,1,38309010,Farah Salka,Salkation,Beirut,"“When you’re accustomed to privilege, equality feels like oppression.”",873,1004,,
Mon Sep 19 23:51:02 +0000 2016,7.78E+17,How the Latest Great Migration Is Reshaping Europe https://t.co/7EvcgQajDh,1,1,48341875,Pedro Ugarte,ugartep,"ÜT: 28.630007,77.219923","Photojournalist, head of AFP photo Latam, before in Hong Kong, India, East Africa and Jerusalem. Salsa devotee. Views here are mine of course.",1398,4466,,
Mon Sep 19 20:59:32 +0000 2016,7.78E+17,German Police vs. Islamic Immigrants https://t.co/8cfYPIZwvP MT @sue51684 #Immigration #Refugees #mondaymotivation #MAGA,0,1,43232530,✝Steph 🇺🇸 🕊🌞🏕🏃‍♀️🧶🧵🗽,EternalRiteWing,Midwest-Southwest,"Show me your friends, I’ll show you your future. U.S. falls w/out God. Change school curriculum to undo Marxist brainwashing. #BLM = Marxism #KAG2020 #FightBack",17450,26205,Immigration|MAGA|Refugees|mondaymotivation,
Mon Sep 19 21:19:28 +0000 2016,7.78E+17,Nice story about Syrian refugees in Canada but immigration is controlled so quite different from Europe #bbcnews #Syria,2,1,323693432,Bruce,Brucebfg,Deepest Sussex!,"Ye olde music, architecture, gardening, photography, Spurs and a little bit of politics and not necessarily in that order ...",1506,1506,Immigration|Refugees|Terrorists,Raddmom|hanktastic1776
Wed Sep 28 22:26:44 +0000 2016,7.81E+17,"98% of these men officially refugees yet Aust govt sending back to be tortured, arrested, persecuted. #humanrights https://t.co/18qLsGvGtK",6,21,109253406,Jodi Magi,Jodi_Magi,"Melbourne, Victoria","Artist, designer & advocate for #refugee rights, #ClimateJustice & exposure of human rights abuses in the #UAE.",613,523,OhioState|Somalia,
Wed Sep 28 20:14:31 +0000 2016,7.81E+17,"#SHUTDOWNMANUS 
Manus Island, immigration policy and the men with no future https://t.co/Vem0WEKfHe 
#refugees #asylumseekers #auspol",4,20,156881548,RISE eX-detainees,riserefugee,Melbourne,"RISE is the FIRST  eX-detainee, Asylum seeker & Refugee welfare & advocacy org in Australia, entirely governed & run by eX-detainees, Asylum Seekers & Refugees.",11,12655,SHUTDOWNMANUS|asylumseekers|auspol|refugees,
Wed Sep 28 20:01:15 +0000 2016,7.81E+17,Staff in Oz detention centre in PNG admit that refugees are being induced and intimidated to return to danger https://t.co/lpPRmAtJQu,3,11,764684670,Phil Lynch,PhilALynch,Genève and Melbourne,"Director of International Service for Human Rights (@ISHRglobal). Former head of @rightsagenda & @homelesslaw. Love family, cycling, coffee & great outdoors!",1974,7920,CLUExchange,
Wed Sep 28 19:23:09 +0000 2016,7.81E+17,The New Europeans: what a great feature on #refugees &amp; the #refugeeswelcome spirit by @rkunzig… https://t.co/3I3Blm5UNW,6,4,2365672292,Thomas Coombes,the_hope_guy,Berlin,"Founder, @hopebasedcomms. #HumanRights communicator. Hopeful for a living, grumpy in my spare time.  he/him",3171,7359,immigration|refugees,Refugees
Wed Sep 28 19:19:57 +0000 2016,7.81E+17,"Refugees risk everything. They deserve opportunity, hope &amp; dignity. https://t.co/Sfcbij0Fu8 https://t.co/c1Msu9ytv8",2,3,20255925,Atlantic,atlantic,,The Atlantic Philanthropies is a limited life foundation dedicated to advancing opportunity and promoting equity and dignity.,2369,14885,Migrants|Refugees|Trump,Fusion|sararafsky
Wed Sep 28 21:38:17 +0000 2016,7.81E+17,Secret Report: #Terrorists Running Wild w/in U.S. Borders https://t.co/os4HRoqQGc @sue51684 @hanktastic1776 @Raddmom #Immigration #Refugees,0,3,43232530,✝Steph 🇺🇸 🕊🌞🏕🏃‍♀️🧶🧵🗽,EternalRiteWing,Midwest-Southwest,"Show me your friends, I’ll show you your future. U.S. falls w/out God. Change school curriculum to undo Marxist brainwashing. #BLM = Marxism #KAG2020 #FightBack",17450,26205,Immigration|Refugees|Terrorists,Raddmom|hanktastic1776
Wed Sep 28 22:48:10 +0000 2016,7.81E+17,Australias complete &amp; utter failure to provide for refugees is sending men from Manus home after years of detention https://t.co/cHJAdYSkfX,1,2,1514829109,Andonea Dickson,AndoneaDickson,,"Doctoral candidate in Politics & IR Queen Mary University of London | @QMPoliticsIR | Interested in maritime borders & migration 
Pronouns: she/her",569,312,,
Wed Sep 28 21:19:19 +0000 2016,7.81E+17,How the Latest Great Migration Is Reshaping Europe. @friscobee @SJ_translations @SarahTranslate  https://t.co/o3sHmlHsfo,4,2,521821365,Matthew Kushinka,Matthew_RedLine,"Grand Rapids, Michigan","Head of RedLine Language Services LLC. I tweet about language use, writing, blogging, foreign languages, translation, SEO, and digital marketing.",831,771,,
Wed Sep 28 20:13:02 +0000 2016,7.81E+17,Alejandro Gonzalez #Inarritu is making a #virtualreality short #film about #refugees &amp; #immigration. https://t.co/ByCIufykVy #Filmmaking,2,2,1469573318,Nathan Francis,NathanFrancis__,Meatspace/Cyberspace,Passionate about the #arts and #digitalculture. #AI #AR #Art #Environment #Film #History #Literature #MR #Music #Philosophy #Politics #SciFi #Tech #VR,4006,4035,,TEN_GOP
Wed Sep 28 23:32:04 +0000 2016,7.81E+17,@realdonaldtrump Stop pers attacks-Focus on emails-O-care-C Core-guns-IMMIGRATION-unvettable refugees-Internet 2 U.N.-TPP @calicrusader,0,2,2555910984,Betty Robinson,bettyLR702,,,222,84,Immigration|Refugees|profughi,
Thu Sep 01 21:00:20 +0000 2016,7.71E+17,“There remains an underlying racist sentiment in the immigration and refugee debate.” https://t.co/XVf2yz7oFD #Brexit via @WritersofColour,13,19,53339966,Senthorun Raj ✨,senthorun,"Manchester, England",Dr Sparkles ✨ | Professional Gay 🏳️‍🌈 | Tamil Queen 🦄 | He/Him 💁🏾‍♂️                             PS: I represent no one.,898,14102,Brexit,WritersofColour
Thu Sep 01 20:36:06 +0000 2016,7.71E+17,"Immigration Reading List: Against Racism, Against Borders—Refugees and Migrants Welcome! https://t.co/5qg9aQjQWg https://t.co/dkM4LJpjaa",8,5,23187207,Verso Books,VersoBooks,London & New York,"Verso Books is the largest independent, radical publishing house in the English speaking world.",5465,110766,Refugee|refugees,CounterJihadUS
Thu Sep 01 21:36:41 +0000 2016,7.71E+17,"Cameron promised to take in 20,000 Syrian refugees. What have the Tories actually delivered? - https://t.co/sbAxzq0zUK",3,5,19287584,Michael,therightarticle,,Nobody is going to pour truth into your brain. It's something you have to find out for yourself.,9162,16000,,
Thu Sep 01 23:22:17 +0000 2016,7.71E+17,Excellent video on the strength skills and talent that refugees bring to our community #integration #immigration https://t.co/HCUItxzd3B,4,3,2447216846,AngeliqueReddyKalala,MonctonMyHome,Moncton,,2381,1155,immigration|integration,
Thu Sep 01 22:32:41 +0000 2016,7.71E+17,Anyone who considers voting against immigration of refugees needs to read this first https://t.co/yEqHi3UchZ,5,2,107396736,Conor McGrane,ConorTMcGrane,"North County Dublin, Ireland","Father of 2 great boys, Husband, Cyclist, GP. Good at some bad at others but trying to get better #YNWA",3313,3695,Refugees,
Thu Sep 01 18:31:40 +0000 2016,7.71E+17,"Despite #immigration critics, Syrian refugees in Southern California are settling in https://t.co/dQD6Zkr2th via @kpcc",2,2,170090195,Leslie Berestein Rojas,Multi_American,"Pasadena, Calif.","I report on immigration and emerging communities for @KPCC in Los Angeles. Latina, parent, 1.5 gen, Eastside. Más café, please.",665,3036,Immigration|Refugees|TuesdayThoughts,
Thu Sep 01 20:32:46 +0000 2016,7.71E+17,ICYMI! #andreakayeshow Price of a #Hillary win #refugees #immigration #Trump #Kaepernick @tomdelbeccaro @realside  https://t.co/TlWT0Y9iNM,2,2,501060187,andrea kaye 💥🧨🍩🇺🇸,andreakayeshow,"San Diego, CA","Don't stop the combine for the field mice

Typos are my own",7572,13731,Refugee|refugees,CounterJihadUS
Thu Sep 01 18:00:49 +0000 2016,7.71E+17,"Despite immigration critics, Syrian refugees in Southern California are settling in https://t.co/Tq6656e3Sw https://t.co/m3iHMpOKsU",6,2,12804312,89.3 KPCC,KPCC,"Los Angeles, California","Independent news and conversation about your community from your friendly local public radio station. Home to @npr news, @airtalk, @taketwo, @theframe & @laist.",2192,121526,immigration|refugees,Refugees
Thu Sep 01 23:52:37 +0000 2016,7.71E+17,More savage violence by illegal aliens: https://t.co/J7Z46i62OO #Trump2016,0,2,1365484898,Concerned Virginia,Federalist46,"Virginia, USA",A network of citizens working to educate Virginians about the economic and security risks of crooked Hillary Clinton.,536,347,Trump2016,
Thu Sep 01 18:14:40 +0000 2016,7.71E+17,For all those upset with Trump over illegal immigration - Hispanics alone at 76% gov funding. Refugees - many totally on gov funding.,0,1,159230211,Blanche Victoria,tammytabby,Georgia,"Native of New York City, NY. 
Conservative.
Corporate Assistant-Banking, Oil.
Enjoy Photography -Cooking- Politics.

#CONSTITUTION #AmericaFirst  #KAG",22085,22058,,MemesMustFlow|voxday
Sat Sep 10 15:21:27 +0000 2016,7.75E+17,"""#RedCross, #Immigration &amp; the Police killed me with their slogans of humanity and cruel treatments"" https://t.co/Jf3SfzqUXk #refugees",3,4,156881548,RISE eX-detainees,riserefugee,Melbourne,"RISE is the FIRST  eX-detainee, Asylum seeker & Refugee welfare & advocacy org in Australia, entirely governed & run by eX-detainees, Asylum Seekers & Refugees.",11,12655,EU|MigrantsDay|TRALIM|asylum|immigration|lawyers,
Sat Sep 10 17:23:08 +0000 2016,7.75E+17,ICYMI! #andreakayeshow From @actforamerica Conference! #radicalislam #refugees #immigration #RedNationRising  #Trump https://t.co/oBsxY2aMmJ,1,3,501060187,andrea kaye 💥🧨🍩🇺🇸,andreakayeshow,"San Diego, CA","Don't stop the combine for the field mice

Typos are my own",7572,13731,,TorontoStar
Sat Sep 10 17:50:22 +0000 2016,7.75E+17,"#Refugees Activists surround #yarlswood #detention centre with wall of noise
https://t.co/BfMH29BfWw #Asylum #immigration #UKpol",0,3,45842327,Tienga N,The_UK_Migrant,London,"Happy Cameroonian, UK resident & forever migrant. All things migrants, asylum, refugees, homeless & carers.
MC member @Right_To_Remain",2114,2122,MAGA|immigration|terror,
Sat Sep 10 14:23:50 +0000 2016,7.75E+17,"In England Conservatives screwing up Education, NHS, Brexit,  Refugees, immigration, Nat Debt, Public Services, Tax avoidance.
#clueless",1,2,57736085,Alistair McGregor  🐝 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇰🇪,gregalach,Scotland Kenya,"Kenyan Scottish European. Self determination, Social Justice will only come with independence.
Hate poaching & mistreatment of animals",3092,3038,,
