created_at,id,text,favorite_count,retweet_count,user_id_str,user_name,user_screen_name,user_location,user_description,user_friends_count,user_followers_count,hashtags,mentions
Tue Jan 01 23:33:00 +0000 2019,1080245535544553472,Two of the Australia's nine high-security immigration detention centres are being closed due to a drop in the numbe… https://t.co/WnaBBnP4wM,12,3,16834659,Sky News Australia,SkyNewsAust,"Sydney, Australia","Real news, honest views. Watch Sky News Australia on Foxtel, Sky News on WIN or listen live on iHeartRadio.",15252,503540,,
Tue Jan 01 22:47:16 +0000 2019,1080234028182183938,Stolen money from refugees....by am Alabama sherriff....so so wrong https://t.co/MrwIkaQdhZ,3,2,48112717,enigma4ever 😷 #WearAMask 🌊#GoodTrouble 🌊#BLM 🌊,watergatesummer,nyc,"Enigma4ever of WatergateSummer Blog,Mom to 6-6,RN, Cat Wrangler,DogCoddler,WishfulGardener,Buddhist, some cursing #resist #notmypresident #BLM #GoodTrouble",7647,7101,,
Tue Jan 01 21:30:09 +0000 2019,1080214622064521216,"RT|@nowthisnews: Children were dragged, pushed, and slapped by staff members at this shelter for migrants… https://t.co/Kj9CAzvgDl",0,1,1408516842,Towns And Chambers,TownAndChamber,"Your City, Your Economy","Solution Tinkerer, Problem Solving Theoriest, and just me.",2930,3016,Illegal|Trump|Wall,
Tue Jan 01 20:37:27 +0000 2019,1080201358362451969,"A partir de hoy, los solicitantes de Asia, Asia-Pacífico y América deben proporcionar sus datos biométricos con la… https://t.co/QByCQXVjpB",0,1,2482155968,Canada in Uruguay,CanEmbUruguay,"Montevideo, Uruguay",Embassy of Canada to Uruguay - Français @AmbCanUruguay - https://international.gc.ca/socialmedia,220,1368,,TheresaDAndria|bjcreigh
Tue Jan 01 21:30:18 +0000 2019,1080214658965954560,@MutebwaL @Magaragariho2 @HEBobiwine @Tracy25879284 @omuhiinda @genoeric1 @asiimireritah @AKasingye @kizzabesigye1… https://t.co/f1MBAlu6pc,2,1,578353910,Martha Leah Nangalama,mlnangalama,"Moncton, Canada","Alumni of University of Toronto, Trent University, UWC Lester B. Pearson. IT professional. Check my Linkedin profile. WhatsApp +15068716371",2151,4251,,AKasingye|HEBobiwine|Magaragariho2|MutebwaL|asiimireritah|genoeric1|kizzabesigye1|omuhiinda
Tue Jan 01 20:30:17 +0000 2019,1080199554522382336,"Illegal immigrant killed 3 after 'sanctuary' release from custody, ICE says https://t.co/gSirvp1Lgz",0,1,962738511932788736,Nyle Perkins,nrperk,,,1,5,EU|Immigration,theresa_may
Tue Jan 01 23:28:36 +0000 2019,1080244430588784643,U.S. authorities fired tear gas into #Mexico during the first hours of the new year to repel about 150 migrants who… https://t.co/57DNIsgajL,1,1,522492182,Anna Núñez,nunez_anna,"Texas, USA","JOB SEEKER. Values-driven comms, public affairs, community outreach, social media, writer. Advocate, single mom, cancer survivor. @CoroSoCal Public Affairs alum",1081,1130,,UNGeneva|mbachelet
Tue Jan 01 20:28:30 +0000 2019,1080199103936643072,@global_webindex @HeadsOnPoles So obviously the ones hosting the most refugees will have the biggest #GDP increase… https://t.co/6IXLtOhDyw,0,1,57315338,FupDuck,1fupduck,here,a work in progress,554,649,,
Tue Jan 01 20:46:44 +0000 2019,1080203693553795072,@kanyewest Dems playin Russian roulette w/USA Citizens &amp; Babies. Dems focused on wall to destroy Trump. Trump Reaso… https://t.co/5hpiFJigyY,0,1,1052366208819957761,blueblazez,blueblazez1,,,784,224,,kanyewest
Tue Jan 01 20:20:55 +0000 2019,1080197198451597312,"From Somali. Attended the local Mosque.

The UN just asked Canada's Immigration Minister, also from Somalia to take… https://t.co/6IcQ7gLVef",1,1,729246649,Schtev🇨🇦,schtev69,"White Rock, BC",🇨🇦Canadian🇨🇦/✡/⭐️Democracy/🆓markets/🆓speech/⭐️🇨🇦Energy/⭐️Small Gov't/⭐Pro🇮🇱🕊☮️/❌Trudeau NDP Greens/❌AltLeft/❌Islamism/  Exposing anti-semitism🕵🏻‍♂️,2019,3428,,
Thu Jan 10 23:32:26 +0000 2019,1083506882738880512,#Immigration is the only way to reverse #population decline. #CT has benefitted from it #Syrianrefugees residing in… https://t.co/Ez4NgdO0VT,1,1,851558246959783938,Mitt Malo,SoConnHaven,,"Urbanist, proud citizen of Connecticut.",90,4,,TheTattooedProf
Thu Jan 10 23:39:25 +0000 2019,1083508643574804480,@igot88problems @annettesn011 Immigration is part of Zionist plan. Create wars then flood west w/ its refugees. The… https://t.co/RpBtc1Jecs,0,1,100011468,Jila Ansari JD,jilaans,Washington DC,"Foreign Policy Analyst Multi-disciplinary approach to foreign policy intelligence sector analysis and reform. Attorney, Atheist, Anti-Zionist",1671,677,,
Thu Jan 10 23:28:53 +0000 2019,1083505990509617152,@bjcreigh @TheresaDAndria Trump has taken a humanitarian issue and lumped it into other border issues. Even if Trum… https://t.co/K2exq5a4nj,1,1,886234054542184448,Pam Woodard,Pop3Pam,Washington State,"Ethics & Decency are on the ballot in 2020
Mom of 2 Grammy to 5 humans, 1 fur baby & 4 grand doggies🐾 
Progressive, secular, liberty, science based government",5992,6499,,TheresaDAndria|bjcreigh
Thu Jan 10 23:58:19 +0000 2019,1083513399042920449,"RT @JohnFugelsang: 1. God never actually speaks to Nehemiah
2. Nehemiah didn't build wall to keep out refugees
3. There's nothing abt immig…",0,0,775560946412457984,Mandy Kilpatrick,MandyKilpatric4,"Montana, USA","🌿Jesus Follower - God is Love 🌿, LGBTQ Ally, #SaveDemocracy #Arrest45, 💜Love thy neighbor💜 
🌞🦋💙🦋🌞",4953,3483,Asylum|DontLookAway|FascismIsHere|HomesInstead|Immigration|Refugees|htt|migrants,
Thu Jan 10 23:36:28 +0000 2019,1083507900058877952,"RT @JohnFugelsang: 1. God never actually speaks to Nehemiah
2. Nehemiah didn't build wall to keep out refugees
3. There's nothing abt immig…",0,0,877238947793035264,pupsMama7,pupsMama7,"Florida, USA","Let's walk gently on our planet and treat with each other with compassion and love. #Resist, #StopClimateChange, #BLM #LGBTQ, #FBR, #VoteBlue2020🌊🏳️‍🌈",32913,33318,,TheTattooedProf
Thu Jan 10 23:32:35 +0000 2019,1083506923008335873,"RT @JohnFugelsang: 1. God never actually speaks to Nehemiah
2. Nehemiah didn't build wall to keep out refugees
3. There's nothing abt immig…",0,0,758361693877665792,James,JamesKennethBo2,,"Harley Rider,liberal,Grandfather,Facts do Matter",4896,3671,,TheTattooedProf
Thu Jan 10 23:32:36 +0000 2019,1083506926447677443,"Build a wall...but only around coastal, flood-prone areas where it’s deemed appropriate by a proper scoping with so… https://t.co/RFmqtDxj5X",0,0,594043110,Terence Cullen,TerenceReports,"Queens, NY","Past: @Costa4NY, @nydailynews, @newmarkjschool alum. Come for the Billy Joel appreciation, stay for the Mets commentary. Thoughts=mine.",2243,1013,,axidentaliberal
Thu Jan 10 23:32:49 +0000 2019,1083506981074276353,"RT @JohnFugelsang: 1. God never actually speaks to Nehemiah
2. Nehemiah didn't build wall to keep out refugees
3. There's nothing abt immig…",0,0,637035493,Elise Fillpot,EliseFillpot,"Iowa City, IA",,153,56,,
Thu Jan 10 23:33:57 +0000 2019,1083507264974143488,"RT @JohnFugelsang: 1. God never actually speaks to Nehemiah
2. Nehemiah didn't build wall to keep out refugees
3. There's nothing abt immig…",0,0,141795314,Jennifer Schulze,GurleenSF,"San Francisco, CA",They call me Gurleen and sometimes I answer.,490,267,,WhitehallSeries
Thu Jan 10 23:34:43 +0000 2019,1083507458893627392,"RT @JohnFugelsang: 1. God never actually speaks to Nehemiah
2. Nehemiah didn't build wall to keep out refugees
3. There's nothing abt immig…",0,0,743356135,Audrey Rickards,parickards,,"Mother of 3, Grandmother of 5, Avid Reader. I block idiots!",545,1137,,axidentaliberal
Sat Jan 19 23:41:42 +0000 2019,1086770705503444992,This is the kind of language that pits immigrants against refugees. Jason Kenney made great use of this when he was… https://t.co/VHdP3M3AoF,538,238,190012537,Dale Smith,journo_dale,"Ottawa, ON",Freelance journalist in the Canadian Parliamentary Press Gallery. Pedant about civic literacy and Star Wars. Author of The Unbroken Machine.,567,15565,AcumenLaw,
Sat Jan 19 22:55:38 +0000 2019,1086759113332264960,Only suckers will believe them. Their idea of comprehensive immigration reform is to rescind the 1965 Immigration A… https://t.co/YLKEmVOTsf,15,9,26063171,Dana Houle,DanaHoule,Chicago from Detroit via DCetc,"Elected Democrats. Then chased twins, got rare disease, & nearly died 4 times. Getting healthy, homeschooling, & doing my part to save America. Adoptive parent",963,17845,,
Sat Jan 19 23:51:06 +0000 2019,1086773073175445504,@CBCPolitics @CBCAlerts A dumbass scripted set up question about immigration where the ppl are referred to as ‘they… https://t.co/knl9CGpcZh,2,2,836869489,Terry Cotton,nottoct,"Calgary, Alberta",Advocate for mental health issues,532,163,,globeandmail|globebusiness
Sat Jan 19 23:39:31 +0000 2019,1086770156469211137,"개인적으론 illegal immigrant보다 ""undocumented""뉘앙스를 더 선호했는데 (legal은 불완전하고 일시적인 사회문화의 잣대라고생각하기 때문에)
undocumented이 단어도 이 뉘앙스… https://t.co/2bnQcOVJuw",3,1,102470016,camille🏳️‍🌈(가구 사는 사람),camilletoday,,개밀. 이민자. #오늘의가구,146,5732,,
Sat Jan 19 23:58:40 +0000 2019,1086774975707660295,"@10cc985930b9424 @Newsweek You should read this  https://t.co/DRGu65bqkD

""To obtain asylum through the affirmative… https://t.co/MZz4TPtPKL",1,0,2702235565,Count Every Vote Sierra #NeverTrump,Sierra0505,,I left the Republican Party after 36 years. It's now the party of Trump and I want nothing to do with it.  #JoeBiden2020,2365,2215,Asylum|DontLookAway|FascismIsHere|HomesInstead|Immigration|Refugees|htt|migrants,
Sat Jan 19 22:32:27 +0000 2019,1086753279571312640,"RT @LadBonnie: 🇬🇧🇬🇧🇬🇧

'Knobhead'

Another one of those placard holding liberal sanctimonious virtue signallers...

Obviously in today's cl…",0,0,2927879063,cavi j,cavi_j1,,Brexiteer IREXIT Love Europe. Hate the EU !!!!!!,910,591,,axidentaliberal
Sat Jan 19 22:15:27 +0000 2019,1086749002094260226,"“Give me your tired, your poor,
your huddled masses yearning to breathe free”  -While immigration reform is necessa… https://t.co/NZPAVVX6bi",2,0,892103460463804431,Johnnie M. Gibson,NatSecCiv,"District of Columbia, USA",Bob Woodward called my phone once. #WCAPS #NatSecGirlSquad #Thatsnotmyname,1393,74,,
Sat Jan 19 22:16:18 +0000 2019,1086749214028251141,RT @swingleft: Refugees ALWAYS have a right to seek asylum per the U.N. No border wall can block their right to apply. Trump is violating i…,0,0,826466767962775552,Karen Coho,Kjcoho,Pennsylvania,,824,734,,
Sat Jan 19 22:17:13 +0000 2019,1086749448066252804,RT @swingleft: Immigration from Mexico is down. Border crossings are down. Refugees are seeking our help. Trump built this crisis out of cr…,0,0,4653654021,Agnes Moorehead 🏳️‍🌈😷,moorehead_agnes,"Buffalo, NY",Out beyond ideas of wrongdoing and rightdoing there is a field. I'll meet you there. —Rumi,1754,789,,TheTattooedProf
Sat Jan 19 22:21:53 +0000 2019,1086750622466990080,RT @swingleft: Immigration from Mexico is down. Border crossings are down. Refugees are seeking our help. Trump built this crisis out of cr…,0,0,827246630873100288,emperorsnewclothes🌊🌊🌊,Empnew,USA,"#VOTEBLUE2020 
#BLM 
#Resist
 
Reader, humanitarian, I love animals
   🐈🐕🐧🐒🐱🐄🐻🐪🐀🐘🦆

& bees 🐝🐝  & books📚📚 

No Lists, please, and No DM's",13887,12717,,TheTattooedProf
Mon Jan 28 23:30:00 +0000 2019,1090029255159889920,"Immigration, Refugees and Citizenship Canada opened its online form for indicating interest in sponsoring a family… https://t.co/50CTEbKSsp",52,32,6433472,CBC News,CBCNews,Canada,"Canadian breaking news and analysis from CBCNews.ca, TV and radio.",1221,3020374,,
Mon Jan 28 22:48:43 +0000 2019,1090018866355408896,"@MichelleRempel In 1939, PM William Lyon Mackenzie King (on the advice of racist Immigration Director, Frederick Bl… https://t.co/PW0zZl9vy1",1,2,24711820,CreativeTweets,CreativeTweets,Canada,Creative Director. History enthusiast. Teller of tales. I do the consulting thing now.,3750,3335,,MichelleRempel
Mon Jan 28 23:40:23 +0000 2019,1090031865535311873,"Syrian newcomers to Calgary now settled, celebrating successes and looking ahead | CBC News https://t.co/biKLuqjsBn #ableg",1,1,43648936,DWalter,WoofOnTheHoof,Ohio USA,Biden Selling Us Out. Riding The Dragon.,3826,3588,,
Mon Jan 28 22:56:33 +0000 2019,1090020835086221312,Trump’s attacks on immigration harm #LGBTQ communities. Refugees and asylum seekers must be welcome in the US! https://t.co/MdYMohxodR,3,1,245424983,Randi Weingarten,rweingarten,"Washington, DC","AFT Prez. Teacher, Unionist. Fighting 4 children & communities, democracy & justice, public ed & healthcare as a right. Wife of @Skleinbaum. Pronouns: She/her",3414,108766,,TheTattooedProf
Mon Jan 28 23:51:56 +0000 2019,1090034774498897921,"Immigration, Refugees and Citizenship Canada: cancel the family sponsorship program 2019 and resch... https://t.co/8RVQozwaA3 via @CdnChange",2,1,1079828019747872772,Dimitri Gjiknuri,DimitriGjiknuri,,,7,1,,globeandmail|globebusiness
Mon Jan 28 23:28:24 +0000 2019,1090028850178899968,As one source told me of Miller's efforts to cut illegal and *legal* immigration: “He has just been a master operat… https://t.co/Xur5nHTdwv,1,1,143601713,abigailtracy,abigailtracy,"Brooklyn, NY","National Political Reporter for @vanityfair @VFhive | DM for Signal, Confide, WhatsApp # | abbytracy@protonmail.com",2665,9282,immigration,
Mon Jan 28 23:04:34 +0000 2019,1090022852617744384,RT @GregAbbott_TX: Another illegal immigrant who illegally voted in Texas is headed to prison—this time in federal court. Illegal voting is…,0,0,435832540,🚨Qayos Sturmz 🚨,Qayos,Dallas,"American by birth, Texan by the Grace of God. I’m an avid shooter, I’m a pretty good gamer, I try to be a good husband. Less Government = Better Government",331,312,,POTUS|cs00582sc
Mon Jan 28 22:55:27 +0000 2019,1090020558291447808,"Syrian newcomers to Calgary now settled, celebrating successes and looking ahead https://t.co/2tGsjArA02",0,0,3065471876,GES and Associates,GESImmigration,Edmonton,Regulated Canadian Citizenship and Immigration Consultant. Professional Canadian Citizenship and Immigration assistance,755,226,,TheTattooedProf
Mon Jan 28 22:59:04 +0000 2019,1090021470112235523,Undocumented Mexican immigrant who lived for years in a rural San Antonio suburb sentenced to 30 months in prison f… https://t.co/7JtAE9xiAy,0,0,4174190357,Chrìstορhεr,cdwillett66,"Cocoa Beach, FLA",,563,461,,axidentaliberal
Mon Jan 28 22:59:30 +0000 2019,1090021576018411525,RT @GregAbbott_TX: Another illegal immigrant who illegally voted in Texas is headed to prison—this time in federal court. Illegal voting is…,0,0,759511743521497088,Michael John Getz,MichaelJohnGet2,,,52,158,,
Fri Feb 01 20:49:04 +0000 2019,1091438303797264386,"In the cities where the most refugees per capita were settled since 2005, the newcomers helped stem or reverse popu… https://t.co/nLrg4u7MAI",31,15,331803536,Bloomberg CityLab,CityLab,"New York, NY",All things urban. Stay connected: http://bloomberg.com/newsletters,843,239405,,axidentaliberal
Fri Feb 01 21:35:50 +0000 2019,1091450072288673792,"The border crossings Fox News rages about were 20,000 - 60,000 people per month in 2018.

In Los Algodones alone, n… https://t.co/CQaIuUszx3",2,7,312755256,Popular Resistance,PopResistance,USA,"It's time to light the spark that sets off a true democratic, nonviolent transition to a world in which people are free to create just and sustainable solutions",2078,22883,,
Fri Feb 01 23:04:48 +0000 2019,1091472462389407747,"As Chinese New Year arrives, a story of refugees past and present https://t.co/Yfy42VXGqz",0,1,98251917,Greg Bucceroni,gregbucceroni,#VictimsLivesMatterPHL,Crime Victim Advocate,936,1576,immigration,
Fri Feb 01 21:43:36 +0000 2019,1091452026679160832,“The loss for refugees hoping to come to America appears to also be a loss for the communities they might have call… https://t.co/v07TJwUtA5,0,1,1286654618,IRAP,IRAP,NYC & MENA,The International Refugee Assistance Project helps #refugees navigate #resettlement processes & works to improve relevant policy. Links/RTs ≠ endorsements.,1583,18608,,
Fri Feb 01 21:30:18 +0000 2019,1091448681205809152,@antonioguterres @DenisMukwege And then handed over the file of refugees to the Turkish Immigration Department of w… https://t.co/pevCjeFWk6,2,1,785429062755942400,sahar momeka (54),saharmomeka,"Kırşehir, Türkiye","💒💒jesus said(( I am the light of the world, who follow me, to live in his darkness.))🙏🙏🙏",884,385,,
Fri Feb 01 23:37:27 +0000 2019,1091480679962066944,"#viajar como turista a #Canada es muy sencillo, sólo tienes que tramitar tu eTA. Te recomendamos visitar el siguien… https://t.co/mrrb59k5YF",1,1,1090493520542986240,Viajes Gotoma,VGotoma,"Coyoacán, Distrito Federal",Viajar es Vivir...,45,5,cdnimm|immigration,
Fri Feb 01 22:06:16 +0000 2019,1091457734984253441,"@Nice_hit_eh @DonaldJTrumpJr His dad just fired an illegal immigrant whose been working in his hotel for years, is… https://t.co/5sMpa9Irw9",3,1,242517769,Axel Foley,TharealGbiz,Everywhere you've never been,#teamhammer,535,201,,
Fri Feb 01 20:29:18 +0000 2019,1091433329889558528,"Has this been used?
""Each year, the President of the United States sends a proposal to the Congress for the maximum… https://t.co/6HAa5RZGTq",0,1,31284629,Laurel,MsLaurel,,"♥️7 grandkids,🙏 Christian, 🇺🇸 #MAGA,🇺🇸 Conservative🇺🇸, 👣Pro life,🇺🇸 love our veterans 💯,🇺🇸pro Trump 🇺🇸🇺🇸🇺🇸🇺🇸",4680,4070,,
Fri Feb 01 23:57:28 +0000 2019,1091485718612971520,RT @Kindhearted2015: I hope @ICEgov is at the #SOTU to give her a warm welcome. An undocumented immigrant is an ILLEGAL immigrant NOT your…,0,0,1039571718480818177,Ronald Reasoner,RonaldReasoner,"Moosup, CT and Jackson, Ga",“Pay off the nat. debt in ten years” & “Buy made in the USA” plans. Along with other conservative pro USA plans MAGA  TEAMJAXX,27715,25695,Asylum|DontLookAway|FascismIsHere|HomesInstead|Immigration|Refugees|htt|migrants,
Fri Feb 01 20:33:03 +0000 2019,1091434273410818048,RT @Kindhearted2015: I hope @ICEgov is at the #SOTU to give her a warm welcome. An undocumented immigrant is an ILLEGAL immigrant NOT your…,0,0,50176328,Diane,Dialmond,,,44,1337,,
Sun Feb 10 20:10:56 +0000 2019,1094690199878205441,#migrantvoices. #Refugees #migrants @MigrantVoiceUK @iam_immigration #immigrants https://t.co/gAJmhNfCrn,19,15,44575476,Show Racism the Red Card,SRTRC_England,England,"The UK's leading anti-racism education organisation. RT's not endorsements. 
Sign up for the SRtRC School Competition - http://theredcard.org/competitions",11775,27728,,
Sun Feb 10 21:52:05 +0000 2019,1094715652898574337,@Karmageddon67 @elliemail @ici_cam Big money to be made locking of legitimate asylum seekers and refugees. I'd love… https://t.co/O6eAqISrG3,6,5,1036115508,Peter Harden - Fighting for real democracy,hardenuppete,Australia,“Propaganda is to a democracy what the bludgeon is to a totalitarian state.”  Noam Chomsky,4457,5871,,
Sun Feb 10 20:14:31 +0000 2019,1094691101498318848,Recently I was asked to write an editorial about how our church interacts with our international neighbors who are… https://t.co/ljnR26HWLf,24,2,65248610,Eric Costanzo,eric_costanzo,,"Christ-follower, husband, father, and blessed to be pastor of an increasingly multi-cultural church community @south_tulsa http://www.southtulsa.org. ⛪",424,957,,axidentaliberal
Sun Feb 10 21:56:56 +0000 2019,1094716876670754816,"That is, the Immigration Minister admits ALL refugees and people seeking asylum are living a system of indefinite d… https://t.co/pupPCKGaX5",1,1,22249836,bradchilcott,bradchilcott,"Always was, always will be","husband, father, executive director @whiteribbonaust founder @welcomingaus, Board member @RecSouthAus Advisory Board @food4education, on Kaurna land",1676,7245,,
Sun Feb 10 20:55:00 +0000 2019,1094701288242270212,Refugees are helping to revive Rust Belt cities where job loss has been rampant and businesses have closed down.… https://t.co/zT1W2McJiq,1,1,42980426,FIRM Action,FIRM_Action,Across the United States,FIRM Action is a national effort of individuals & grassroots orgs to build support for humane comprehensive immigration reform. Check out @re4mimmigration.,3622,31703,,wtvollmann
Sun Feb 10 23:07:50 +0000 2019,1094734718535458817,"600 refugees rescued from slavery in Libya headed to Canada, Immigration Minister Ahmed Hussen says... https://t.co/d9u14jAgCe",0,1,172102873,Jannette Mugisha,JannetteMugisha,"Kampala, Uganda","Iam a business lobbyist, Aggressively hard-working, A value add & Mother. My President is @KagutaMuseveni Proud to be African!",1330,3673,cdnimm|immigration,
Sun Feb 10 19:05:54 +0000 2019,1094673832458235905,@JacobAWohl @realDonaldTrump Here is an article with MULTIPLE sources that says you are emphatically 100% wrong.… https://t.co/rWl8PxgcTQ,4,1,59997336,"Carol “He’s my Prez, She’s my VP” 🍷",cmkevnick,Michigan,"“In this country it is not only permissible to question our leaders, it's our responsibility” “If not us, then who? If not now, then when?"" ~John Lewis",3128,1351,,
Sun Feb 10 20:16:30 +0000 2019,1094691600943464450,RT @SRTRC_England: #migrantvoices. #Refugees #migrants @MigrantVoiceUK @iam_immigration #immigrants https://t.co/gAJmhNfCrn,0,0,2651058164,David Maxwell,VGdavidM,"Glasgow, Scotland","CEO @volunteerglasgo @vgbfriendmentor  Grew up in Hamilton VIC 3300, Edinburgh and a lot more in Drumchapel. Rejoined Twitter Sept 2018",1742,660,cdnpoli|hw,
Sun Feb 10 20:10:59 +0000 2019,1094690213744513024,@GibbonsBrent @TrueNorthCentre @JustinTrudeau @MichelleRempel @SpencerFernando @macmastermkt @FaithGoldy… https://t.co/xsWQPWVmrf,0,0,3194939185,"If not us, who?🍷",CassieIrish,Canada,Nobody made a greater mistake than he who did nothing because he could do only a little. #Nolite te bastardes carborundorum✊️,2469,3050,,TheTattooedProf
Sun Feb 10 20:11:39 +0000 2019,1094690380291936257,RT @SRTRC_England: #migrantvoices. #Refugees #migrants @MigrantVoiceUK @iam_immigration #immigrants https://t.co/gAJmhNfCrn,0,0,1563334789,Bashiruddin0986,Bashiruddin0986,Hertfordshire,Every act of goodness is charity...,587,631,,TheTattooedProf
Tue Feb 19 23:13:45 +0000 2019,1097997696756056066,"Javid’s Law:

Every step Sajid Javid takes on immigration, refugees and asylum seekers is the thin end of the wedge… https://t.co/r9xwnUYUJG",35,5,152601415,Musa Okwonga,Okwonga,"Berlin, Germany","Co-founder of @stadio. Writer @ringer. Author of ONE OF THEM (2021), STRIKING OUT (2021), IN THE END, IT WAS ALL ABOUT LOVE (2021). Agent: @AbiRFellows. He/him.",2674,82601,,
Tue Feb 19 21:28:50 +0000 2019,1097971293125672961,Manus MP Job Pomat says he wants as many asylum-seekers and refugees as possible to be sent from the island to Aust… https://t.co/yE1xT4fRYi,3,4,2328139452,Susan Metcalfe,susanamet,Australia,"writes, rights, cows, mostly animals now, sometimes human animals, anything else I feel like tweeting about, non-award winning",5156,8045,,
Tue Feb 19 21:37:00 +0000 2019,1097973348292644864,"And we allow Islamic immigration why?

Keep in mind, Canada takes in so-called refugees from Islamic violence? Oh r… https://t.co/DQzxfCw8cd",2,2,1056931147760848897,Canuck 🤔🙄🤨🐾,canucklaw1,"British Columbia, Canada","Editor: https://t.co/TCYm0JVk1D
Telegram: https://t.co/ed63aEJxKw
Gab: https://t.co/HpnEfogd6B
https://t.co/URAHTQG6gB
Bitchute: Canuck_Law
on YT

Follow @Babylon_Beaver
(satire)",2109,2181,,
Tue Feb 19 21:10:48 +0000 2019,1097966755526467584,"If you claim to be a Christian and stand against immigration/allowing refugees into the country, you’re not acting… https://t.co/mQWtHlBBBu",11,2,345960623,mae-nia,Maybenextmae,Rivendell,mae | she/they | disabled handler of a SDiT | I’m just tryna LIVE here,1423,589,,TheTattooedProf
Tue Feb 19 21:27:57 +0000 2019,1097971071758655488,Borderforce story differs from Paladin’s and #PNG Dept of Immigration tells a third story. What a bunch of crooks.… https://t.co/jVLR9ltXa8,1,2,321322363,💧Siem Kew,siemkew,,Pentecostalism is Scott Morrison’s opiate,1372,358,Illegal|Trump|Wall,
Tue Feb 19 21:20:04 +0000 2019,1097969088599609344,"Hardworking, Low Unemployment, Low #Crime — DEPORT THEM via @smedian_network

.@Medium #medium #blog #essay… https://t.co/eBmTai8YZj",0,1,9019142,Christopher Oldcorn,chrisoldcorn,,"Editor-in-Chief of Sault Online & My Algoma, and News Director for ONNtv. 🇨🇦 🇬🇧 🇺🇲 #sault #saultnews #onpoli #cdnpoli #uspoli @saultonline",4919,3307,cdnpoli|hw,
Tue Feb 19 22:30:07 +0000 2019,1097986718148579329,RT @HIASPA: HIAS Pennsylvania has been providing legal and social services to #immigrants and #refugees since 1882.… https://t.co/JesMZe1Bvf,2,1,2296407206,Refugee Council USA,RCUSA_DC,"Washington, DC",RCUSA is a coalition of US based organizations committed to welcoming and protecting #refugees and building excellence in the US refugee resettlement program.,2129,6606,,
Tue Feb 19 21:49:55 +0000 2019,1097976599390183427,"Abby, Gwen and I met with @ORIMassState Exec. Director Mary Truong today to discuss the important role the state pl… https://t.co/TmkYd3cnbF",6,1,337798064,John F. Keenan,SenJohnFKeenan,,Massachusetts State Senator - Norfolk and Plymouth District. Chairman of Senate Committee on Post Audit and Oversight.,741,4556,,sajidjavid|theresa_may
Tue Feb 19 21:10:39 +0000 2019,1097966717861384192,@teemcee @marklutchman @realChaim_Rubin Is an ‘undocumented immigrant’ the same as an illegal immigrant? What about when it comes to voting?,0,0,957355018717286400,SlickVicChick,SlickVicChick,Australia,"Pro-Israel, Pro-USA, Pro-Australia, Pro-Trump 🇦🇺🇮🇱🇺🇸. Anti-BDS, Anti-left wing zealots. Hate Anti-semites. Love patriots",3924,2663,,
Tue Feb 19 21:12:37 +0000 2019,1097967213825441796,"RT @DenshoProject: On this #DayOfRemembrance, as we remember the injustice Japanese Americans experienced during WWII, let us also remember…",0,0,391605014,Coffee Cat,njtcoffeecat,Suffering on a train,I will make peace with an njtransit commute because I’m not in touch with reality.,269,169,,TheTattooedProf
Thu Feb 28 19:20:05 +0000 2019,1101200383081357317,Deadline extended: Community applications for the Rural and Northern Immigration Pilot are now due March 11. Is you… https://t.co/RPdseYJP2u,33,7,91193025,IRCC,CitImmCanada,Canada,"Immigration, Refugees and Citizenship Canada. We answer questions asked from 9 a.m. Mon to 5 p.m. Fri, ET. Terms http://j.mp/1nJith2 Français @CitImmCanFR",245,394059,,
Thu Feb 28 19:55:07 +0000 2019,1101209200200507392,Have you been working or studying in Atlantic Canada and want to stay? Find out if you are eligible to immigrate pe… https://t.co/HBdptdPjdP,13,3,91193025,IRCC,CitImmCanada,Canada,"Immigration, Refugees and Citizenship Canada. We answer questions asked from 9 a.m. Mon to 5 p.m. Fri, ET. Terms http://j.mp/1nJith2 Français @CitImmCanFR",245,394059,,
Thu Feb 28 22:09:32 +0000 2019,1101243026746343424,@rtepolitics @AnnetteDonnel11 @RTENewsNow All overseas aid should be stopped completely also immigration of economi… https://t.co/vOBrM6VG7B,5,2,2794855433,Tony Murray,XbossTony,"Kildare, Ireland","RT is not an endorsement. Staunch Supporter of our Defence Forces & their amazing families 🇮🇪 Admire the dedication of Doctors,Nurses,Carers and Midwives.",3590,2507,,AndrewScheer
Thu Feb 28 19:25:51 +0000 2019,1101201837049479169,"@IrexitFreedom ""A better World"" how on earth is massive immigration of economic migrants posing as refugees and fra… https://t.co/tMIoxPXs6c",10,2,2794855433,Tony Murray,XbossTony,"Kildare, Ireland","RT is not an endorsement. Staunch Supporter of our Defence Forces & their amazing families 🇮🇪 Admire the dedication of Doctors,Nurses,Carers and Midwives.",3590,2507,,
Thu Feb 28 22:06:30 +0000 2019,1101242262468640772,The Mayor's Star Council of Dallas understands what it means to #Be Golden! Their recent events helped members refl… https://t.co/C8Oltm3Eh6,4,1,960984595033415680,#BeGolden,BeGoldenJourney,,Changing the way we welcome immigrants to our community through The Golden Rule 💛,8,575,GunViolence|refugees,
